target_acc,gene,home_family_name,mr_top_class,pocket_retention,struct_conf,metabolite_relevance,metabolite_relevance_bin,mr_rank,override_pos,sensor_priority
O14757,CHEK1,phosphorylase kinase,nucleotide(ATP/ADP/AMP),0.76,0.7,0.532,high,756,False,0.0
O76039,CDKL5,phosphorylase kinase,nucleotide(ATP/ADP/AMP),0.76,0.7,0.532,high,756,False,0.0
Q9BXA6,TSSK6,phosphorylase kinase,nucleotide(ATP/ADP/AMP),0.76,0.7,0.532,high,756,False,0.0
P28482,MAPK1,phosphorylase kinase,nucleotide(ATP/ADP/AMP),0.76,0.7,0.532,high,756,False,0.0
P19784,CSNK2A2,phosphorylase kinase,nucleotide(ATP/ADP/AMP),0.76,0.7,0.532,high,756,False,0.0
O43293,DAPK3,phosphorylase kinase,nucleotide(ATP/ADP/AMP),0.76,0.7,0.532,high,756,False,0.0
P30085,CMPK1,adenylate kinase,nucleotide(ATP/ADP/AMP),0.76,0.7,0.532,high,756,False,0.0
Q9P1W9,PIM2,phosphorylase kinase,nucleotide(ATP/ADP/AMP),0.76,0.7,0.532,high,756,False,0.0
P39900,MMP12,stromelysin 1,substrate/ligand(other),0.76,0.7,0.532,high,756,True,0.532
Q15772,SPEG,phosphorylase kinase,nucleotide(ATP/ADP/AMP),0.76,0.7,0.532,high,756,False,0.0
Q9Y6K8,AK5,adenylate kinase,nucleotide(ATP/ADP/AMP),0.76,0.7,0.532,high,756,False,0.0
P08319,ADH4,alcohol dehydrogenase (class I),redox-cofactor(NAD),0.76,0.7,0.532,high,756,False,0.0
Q9H845,ACAD9,medium-chain acyl-CoA dehydrogenase,redox-cofactor(FAD),0.76,0.7,0.532,high,756,False,0.0
Q9Y2K2,SIK3,phosphorylase kinase,nucleotide(ATP/ADP/AMP),0.76,0.7,0.532,high,756,False,0.0
Q9H093,NUAK2,phosphorylase kinase,nucleotide(ATP/ADP/AMP),0.76,0.7,0.532,high,756,False,0.0
Q8NEV1,CSNK2A3,phosphorylase kinase,nucleotide(ATP/ADP/AMP),0.76,0.7,0.532,high,756,False,0.0
Q8TAM1,BBS10,chaperonin ATPase,nucleotide(ATP/ADP/AMP),0.55,0.9555555555555556,0.5256,high,786,True,0.5256
Q96I15,SCLY,cysteine desulfurase,cofactor(PLP),0.75,0.7,0.525,high,787,False,0.0
Q9NPB8,GPCPD1,glycerophosphodiester phosphodiesterase,metal,0.75,0.7,0.525,high,787,False,0.0
Q7L5L3,GDPD3,glycerophosphodiester phosphodiesterase,metal,0.75,0.7,0.525,high,787,False,0.0
Q8N9F7,GDPD1,glycerophosphodiester phosphodiesterase,metal,0.75,0.7,0.525,high,787,False,0.0
P17752,TPH1,tyrosine 3-monooxygenase,cofactor(folate),0.75,0.7,0.525,high,787,True,0.525
P03956,MMP1,stromelysin 1,substrate/ligand(other),0.75,0.7,0.525,high,787,False,0.0
O15296,ALOX15B,linoleate 9S-lipoxygenase,metal,0.75,0.7,0.525,high,787,False,0.0
P78371,CCT2,chaperonin ATPase,nucleotide(ATP/ADP/AMP),0.75,0.7,0.525,high,787,False,0.0
O95271,TNKS,NAD+ ADP-ribosyltransferase,substrate/ligand(other),0.75,0.7,0.525,high,787,False,0.0
Q8TDQ7,GNPDA2,glucosamine-6-phosphate deaminase,substrate/ligand(other),0.75,0.7,0.525,high,787,False,0.0
P17987,TCP1,chaperonin ATPase,nucleotide(ATP/ADP/AMP),0.75,0.7,0.525,high,787,False,0.0
O76031,CLPX,DNA helicase,substrate/ligand(other),0.75,0.7,0.525,high,787,False,0.0
Q6PI48,DARS2,aspartate---tRNA ligase,nucleotide(pyrimidine),0.75,0.7,0.525,high,787,False,0.0
Q9H903,MTHFD2L,methylenetetrahydrofolate dehydrogenase (NADP+),redox-cofactor(NADP),0.75,0.7,0.525,high,787,False,0.0
P16050,ALOX15,linoleate 9S-lipoxygenase,metal,0.75,0.7,0.525,high,787,False,0.0
Q9UEY8,ADD3,L-fuculose-phosphate aldolase,metal,0.75,0.7,0.525,high,787,True,0.525
Q9UF33,EPHA6,receptor protein-tyrosine kinase,nucleotide(ATP/ADP/AMP),0.75,0.7,0.525,high,787,False,0.0
Q6XZB0,LIPI,triacylglycerol lipase (pancreatic),metal,0.75,0.7,0.525,high,787,False,0.0
P35612,ADD2,L-fuculose-phosphate aldolase,metal,0.75,0.7,0.525,high,787,True,0.525
P35611,ADD1,L-fuculose-phosphate aldolase,metal,0.75,0.7,0.525,high,787,True,0.525
Q8WWY8,LIPH,triacylglycerol lipase (pancreatic),metal,0.75,0.7,0.525,high,787,False,0.0
P20648,ATP4A,Ca(II)-transporting ATPase,metal,0.75,0.7,0.525,high,787,False,0.0
P54707,ATP12A,Ca(II)-transporting ATPase,metal,0.75,0.7,0.525,high,787,False,0.0
P05023,ATP1A1,Ca(II)-transporting ATPase,metal,0.75,0.7,0.525,high,787,False,0.0
Q86UW6,N4BP2,polynucleotide 5'-hydroxyl-kinase,nucleotide(ATP/ADP/AMP),0.75,0.7,0.525,high,787,False,0.0
Q17RR3,PNLIPRP3,triacylglycerol lipase (pancreatic),metal,0.75,0.7,0.525,high,787,False,0.0
Q96A70,AZIN2,ornithine decarboxylase,cofactor(PLP),0.75,0.7,0.525,high,787,False,0.0
Q8IXV7,KLHDC8B,galactose oxidiase,metal,0.75,0.7,0.525,high,787,True,0.525
Q9H511,KLHL31,galactose oxidiase,metal,0.75,0.7,0.525,high,787,True,0.525
Q53H76,PLA1A,triacylglycerol lipase (pancreatic),metal,0.75,0.7,0.525,high,787,False,0.0
Q7Z5M8,ABHD12B,2-hydroxymuconate-semialdehyde hydrolase,substrate/ligand(other),0.75,0.7,0.525,high,787,False,0.0
P13637,ATP1A3,Ca(II)-transporting ATPase,metal,0.75,0.7,0.525,high,787,False,0.0
Q13733,ATP1A4,Ca(II)-transporting ATPase,metal,0.75,0.7,0.525,high,787,False,0.0
P13995,MTHFD2,methylenetetrahydrofolate dehydrogenase (NADP+),redox-cofactor(NADP),0.75,0.7,0.525,high,787,False,0.0
P50993,ATP1A2,Ca(II)-transporting ATPase,metal,0.75,0.7,0.525,high,787,False,0.0
Q9NQF3,SERHL,2-hydroxymuconate-semialdehyde hydrolase,substrate/ligand(other),0.75,0.7,0.525,high,787,False,0.0
Q96L34,MARK4,phosphorylase kinase,nucleotide(ATP/ADP/AMP),0.74,0.7,0.518,high,823,False,0.0
P22894,MMP8,stromelysin 1,substrate/ligand(other),0.74,0.7,0.518,high,823,False,0.0
O94768,STK17B,phosphorylase kinase,nucleotide(ATP/ADP/AMP),0.74,0.7,0.518,high,823,False,0.0
Q15746,MYLK,phosphorylase kinase,nucleotide(ATP/ADP/AMP),0.74,0.7,0.518,high,823,True,0.518
P16219,ACADS,medium-chain acyl-CoA dehydrogenase,redox-cofactor(FAD),0.74,0.7,0.518,high,823,False,0.0
P11309,PIM1,phosphorylase kinase,nucleotide(ATP/ADP/AMP),0.74,0.7,0.518,high,823,False,0.0
Q9H306,MMP27,stromelysin 1,substrate/ligand(other),0.74,0.7,0.518,high,823,False,0.0
Q9Y463,DYRK1B,phosphorylase kinase,nucleotide(ATP/ADP/AMP),0.74,0.7,0.518,high,823,False,0.0
Q9P0L2,MARK1,phosphorylase kinase,nucleotide(ATP/ADP/AMP),0.74,0.7,0.518,high,823,False,0.0
P27448,MARK3,phosphorylase kinase,nucleotide(ATP/ADP/AMP),0.74,0.7,0.518,high,823,False,0.0
Q9BYT3,STK33,phosphorylase kinase,nucleotide(ATP/ADP/AMP),0.74,0.7,0.518,high,823,False,0.0
Q86V86,PIM3,phosphorylase kinase,nucleotide(ATP/ADP/AMP),0.74,0.7,0.518,high,823,False,0.0
Q7KZI7,MARK2,phosphorylase kinase,nucleotide(ATP/ADP/AMP),0.74,0.7,0.518,high,823,False,0.0
O60882,MMP20,stromelysin 1,substrate/ligand(other),0.74,0.7,0.518,high,823,False,0.0
Q9UEE5,STK17A,phosphorylase kinase,nucleotide(ATP/ADP/AMP),0.74,0.7,0.518,high,823,False,0.0
Q6SA08,TSSK4,phosphorylase kinase,nucleotide(ATP/ADP/AMP),0.74,0.7,0.518,high,823,False,0.0
Q9BXA7,TSSK1B,phosphorylase kinase,nucleotide(ATP/ADP/AMP),0.74,0.7,0.518,high,823,True,0.518
Q16719,KYNU,kynureninase,cofactor(PLP),0.74,0.7,0.518,high,823,False,0.0
Q8N568,DCLK2,phosphorylase kinase,nucleotide(ATP/ADP/AMP),0.74,0.7,0.518,high,823,False,0.0
P54819,AK2,adenylate kinase,nucleotide(ATP/ADP/AMP),0.74,0.7,0.518,high,823,False,0.0
Q96PF2,TSSK2,phosphorylase kinase,nucleotide(ATP/ADP/AMP),0.74,0.7,0.518,high,823,False,0.0
P55263,ADK,adenosine kinase,nucleotide(ATP/ADP/AMP),0.74,0.7,0.518,high,823,False,0.0
Q13627,DYRK1A,phosphorylase kinase,nucleotide(ATP/ADP/AMP),0.74,0.7,0.518,high,823,False,0.0
Q49AN0,CRY2,deoxyribodipyrimidine photo-lyase,redox-cofactor(FAD),0.52,0.9866666666666668,0.5131,high,846,True,0.5131
Q05655,PRKCD,protein kinase C,substrate/ligand(other),0.73,0.7,0.511,high,847,False,0.0
Q96GD4,AURKB,protein kinase C,substrate/ligand(other),0.73,0.7,0.511,high,847,False,0.0
Q6DT37,CDC42BPG,protein kinase C,substrate/ligand(other),0.73,0.7,0.511,high,847,False,0.0
P45983,MAPK8,mitogen-activated protein kinase kinase,nucleotide(ATP/ADP/AMP),0.73,0.7,0.511,high,847,False,0.0
Q9UBS0,RPS6KB2,protein kinase C,substrate/ligand(other),0.73,0.7,0.511,high,847,False,0.0
O14733,MAP2K7,mitogen-activated protein kinase kinase,nucleotide(ATP/ADP/AMP),0.73,0.7,0.511,high,847,False,0.0
Q9HD40,SEPSECS,O-phospho-L-seryl-tRNASec:L-selenocysteinyl-tRNA synthase,cofactor(PLP),0.73,0.7,0.511,high,847,False,0.0
P55786,NPEPPS,leukotriene-A4 hydrolase,substrate/ligand(other),0.73,0.7,0.511,high,847,False,0.0
P35626,GRK3,protein kinase C,substrate/ligand(other),0.73,0.7,0.511,high,847,False,0.0
Q5VT25,CDC42BPA,protein kinase C,substrate/ligand(other),0.73,0.7,0.511,high,847,False,0.0
P31749,AKT1,protein kinase C,substrate/ligand(other),0.73,0.7,0.511,high,847,False,0.0
A6NEC2,NPEPPSL1,leukotriene-A4 hydrolase,substrate/ligand(other),0.73,0.7,0.511,high,847,False,0.0
P12724,RNASE3,ribonuclease 4,substrate/ligand(other),0.73,0.7,0.511,high,847,False,0.0
P31751,AKT2,protein kinase C,substrate/ligand(other),0.73,0.7,0.511,high,847,False,0.0
P25098,GRK2,protein kinase C,substrate/ligand(other),0.73,0.7,0.511,high,847,False,0.0
Q15375,EPHA7,receptor protein-tyrosine kinase,nucleotide(ATP/ADP/AMP),0.73,0.7,0.511,high,847,False,0.0
O75106,AOC2,primary-amine oxidase,cofactor(lipoate/PQQ/other),0.73,0.7,0.511,high,847,False,0.0
P16083,NQO2,NAD(P)H dehydrogenase (quinone),redox-cofactor(FAD),0.73,0.7,0.511,high,847,False,0.0
P08842,STS,cerebroside-sulfatase,substrate/ligand(other),0.73,0.7,0.511,high,847,False,0.0
Q3SY69,ALDH1L2,aldehyde dehydrogenase (NAD+) (class 2),redox-cofactor(NAD),0.73,0.7,0.511,high,847,False,0.0
P10809,HSPD1,chaperonin ATPase,nucleotide(ATP/ADP/AMP),0.73,0.7,0.511,high,847,False,0.0
P00519,ABL1,receptor protein-tyrosine kinase,nucleotide(ATP/ADP/AMP),0.73,0.7,0.511,high,847,False,0.0
P42684,ABL2,receptor protein-tyrosine kinase,nucleotide(ATP/ADP/AMP),0.73,0.7,0.511,high,847,False,0.0
Q05397,PTK2,receptor protein-tyrosine kinase,nucleotide(ATP/ADP/AMP),0.73,0.7,0.511,high,847,False,0.0
P12931,SRC,receptor protein-tyrosine kinase,nucleotide(ATP/ADP/AMP),0.73,0.7,0.511,high,847,False,0.0
P07947,YES1,receptor protein-tyrosine kinase,nucleotide(ATP/ADP/AMP),0.73,0.7,0.511,high,847,False,0.0
Q9Y5S2,CDC42BPB,protein kinase C,substrate/ligand(other),0.73,0.7,0.511,high,847,False,0.0
P42680,TEC,receptor protein-tyrosine kinase,nucleotide(ATP/ADP/AMP),0.73,0.7,0.511,high,847,False,0.0
Q06187,BTK,receptor protein-tyrosine kinase,nucleotide(ATP/ADP/AMP),0.73,0.7,0.511,high,847,False,0.0
P08581,MET,receptor protein-tyrosine kinase,nucleotide(ATP/ADP/AMP),0.73,0.7,0.511,high,847,False,0.0
Q08345,DDR1,receptor protein-tyrosine kinase,nucleotide(ATP/ADP/AMP),0.73,0.7,0.511,high,847,True,0.511
Q9H239,MMP28,stromelysin 1,substrate/ligand(other),0.73,0.7,0.511,high,847,False,0.0
Q8N5S9,CAMKK1,phosphorylase kinase,nucleotide(ATP/ADP/AMP),0.73,0.7,0.511,high,847,False,0.0
O95861,BPNT1,inositol-phosphate phosphatase,substrate/ligand(other),0.73,0.7,0.511,high,847,False,0.0
P51511,MMP15,stromelysin 1,substrate/ligand(other),0.73,0.7,0.511,high,847,True,0.511
Q9UQB9,AURKC,protein kinase C,substrate/ligand(other),0.73,0.7,0.511,high,847,False,0.0
Q04912,MST1R,receptor protein-tyrosine kinase,nucleotide(ATP/ADP/AMP),0.73,0.7,0.511,high,847,False,0.0
P42679,MATK,receptor protein-tyrosine kinase,nucleotide(ATP/ADP/AMP),0.73,0.7,0.511,high,847,False,0.0
P43403,ZAP70,ERBB/EGFR receptor tyrosine kinase (curated),nucleotide(ATP/ADP/AMP),0.73,0.7,0.511,high,847,False,0.0
Q13470,TNK1,ERBB/EGFR receptor tyrosine kinase (curated),nucleotide(ATP/ADP/AMP),0.73,0.7,0.511,high,847,False,0.0
P43405,SYK,ERBB/EGFR receptor tyrosine kinase (curated),nucleotide(ATP/ADP/AMP),0.73,0.7,0.511,high,847,False,0.0
Q16526,CRY1,deoxyribodipyrimidine photo-lyase,redox-cofactor(FAD),0.52,0.9777777777777777,0.5084,high,888,True,0.5084
P49748,ACADVL,medium-chain acyl-CoA dehydrogenase,redox-cofactor(FAD),0.72,0.7,0.504,high,889,False,0.0
Q9BR01,SULT4A1,estrone sulfotransferase,substrate/ligand(other),0.72,0.7,0.504,high,889,False,0.0
P51512,MMP16,stromelysin 1,substrate/ligand(other),0.72,0.7,0.504,high,889,True,0.504
P51857,AKR1D1,indanol dehydrogenase,redox-cofactor(NADP),0.72,0.7,0.504,high,889,False,0.0
P14780,MMP9,stromelysin 1,substrate/ligand(other),0.72,0.7,0.504,high,889,False,0.0
P16442,ABO,"alpha-1,3-galactosetransferase",nucleotide(pyrimidine),0.72,0.7,0.504,high,889,False,0.0
Q9Y5R2,MMP24,stromelysin 1,substrate/ligand(other),0.72,0.7,0.504,high,889,True,0.504
Q16798,ME3,malate dehydrogenase (oxaloacetate-decarboxylating),redox-cofactor(NAD),0.72,0.7,0.504,high,889,False,0.0
Q6ZW61,BBS12,chaperonin ATPase,nucleotide(ATP/ADP/AMP),0.55,0.9111111111111111,0.5011,high,897,True,0.5011
Q9UQ80,PA2G4,methionyl aminopeptidase,metal,0.5,1.0,0.5,high,898,True,0.5
Q8N608,DPP10,dipeptidyl-peptidase IV,substrate/ligand(other),0.5,1.0,0.5,high,898,False,0.0
Q6ZNF0,ACP7,purple acid phosphatase,substrate/ligand(other),0.5,1.0,0.5,high,898,True,0.5
Q9HC38,GLOD4,lactoglutathione lyase,metal,0.5,1.0,0.5,high,898,True,0.5
Q9H6P5,TASP1,N4-(beta-N-acetylglucosaminyl)-L-asparaginase,substrate/ligand(other),0.5,1.0,0.5,high,898,False,0.0
O95235,KIF20A,plus-end-directed kinesin ATPase,nucleotide(ATP/ADP/AMP),0.59,0.8466666666666666,0.4995,medium,903,True,0.4995
Q9C098,DCLK3,phosphorylase kinase,nucleotide(ATP/ADP/AMP),0.71,0.7,0.497,medium,904,False,0.0
P49368,CCT3,chaperonin ATPase,nucleotide(ATP/ADP/AMP),0.71,0.7,0.497,medium,904,False,0.0
Q9BZL6,PRKD2,phosphorylase kinase,nucleotide(ATP/ADP/AMP),0.71,0.7,0.497,medium,904,False,0.0
Q9Y2U5,MAP3K2,phosphorylase kinase,nucleotide(ATP/ADP/AMP),0.71,0.7,0.497,medium,904,False,0.0
Q15139,PRKD1,phosphorylase kinase,nucleotide(ATP/ADP/AMP),0.71,0.7,0.497,medium,904,False,0.0
O15075,DCLK1,phosphorylase kinase,nucleotide(ATP/ADP/AMP),0.71,0.7,0.497,medium,904,False,0.0
Q96Q04,LMTK3,receptor protein-tyrosine kinase,nucleotide(ATP/ADP/AMP),0.71,0.7,0.497,medium,904,False,0.0
Q8N9H8,EXD3,ribonuclease D,metal,0.71,0.7,0.497,medium,904,False,0.0
Q8WZA1,POMGNT1,"alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase",sugar-nucleotide,0.71,0.7,0.497,medium,904,False,0.0
Q86TU7,SETD3,[ribulose-bisphosphate carboxylase]-lysine N-methyltransferase,methyl-donor(SAM/SAH),0.71,0.7,0.497,medium,904,False,0.0
Q96EB6,SIRT1,histone/protein deacetylase,substrate/ligand(other),0.71,0.7,0.497,medium,904,False,0.0
P48643,CCT5,chaperonin ATPase,nucleotide(ATP/ADP/AMP),0.71,0.7,0.497,medium,904,False,0.0
P32320,CDA,cytidine deaminase,substrate/ligand(other),0.71,0.7,0.497,medium,904,False,0.0
Q6ZMQ8,AATK,receptor protein-tyrosine kinase,nucleotide(ATP/ADP/AMP),0.71,0.7,0.497,medium,904,False,0.0
O94806,PRKD3,phosphorylase kinase,nucleotide(ATP/ADP/AMP),0.71,0.7,0.497,medium,904,False,0.0
Q96RG2,PASK,phosphorylase kinase,nucleotide(ATP/ADP/AMP),0.71,0.7,0.497,medium,904,False,0.0
Q99759,MAP3K3,phosphorylase kinase,nucleotide(ATP/ADP/AMP),0.71,0.7,0.497,medium,904,False,0.0
P31152,MAPK4,phosphorylase kinase,nucleotide(ATP/ADP/AMP),0.71,0.7,0.497,medium,904,False,0.0
Q9UKU0,ACSL6,long-chain-fatty-acid-CoA ligase,nucleotide(ATP/ADP/AMP),0.71,0.7,0.497,medium,904,False,0.0
P33121,ACSL1,long-chain-fatty-acid-CoA ligase,nucleotide(ATP/ADP/AMP),0.71,0.7,0.497,medium,904,False,0.0
Q9NRP7,STK36,phosphorylase kinase,nucleotide(ATP/ADP/AMP),0.71,0.7,0.497,medium,904,False,0.0
Q9NRE1,MMP26,stromelysin 1,substrate/ligand(other),0.71,0.7,0.497,medium,904,True,0.497
Q9ULZ9,MMP17,stromelysin 1,substrate/ligand(other),0.71,0.7,0.497,medium,904,True,0.497
Q86UE8,TLK2,phosphorylase kinase,nucleotide(ATP/ADP/AMP),0.71,0.7,0.497,medium,904,False,0.0
P33981,TTK,phosphorylase kinase,nucleotide(ATP/ADP/AMP),0.71,0.7,0.497,medium,904,False,0.0
Q16853,AOC3,primary-amine oxidase,cofactor(lipoate/PQQ/other),0.71,0.7,0.497,medium,904,False,0.0
Q13882,PTK6,receptor protein-tyrosine kinase,nucleotide(ATP/ADP/AMP),0.71,0.7,0.497,medium,904,False,0.0
P22607,FGFR3,receptor protein-tyrosine kinase,nucleotide(ATP/ADP/AMP),0.71,0.7,0.497,medium,904,True,0.497
P07949,RET,receptor protein-tyrosine kinase,nucleotide(ATP/ADP/AMP),0.71,0.7,0.497,medium,904,False,0.0
Q96EN8,MOCOS,cysteine desulfurase,cofactor(PLP),0.71,0.7,0.497,medium,904,False,0.0
Q13233,MAP3K1,phosphorylase kinase,nucleotide(ATP/ADP/AMP),0.71,0.7,0.497,medium,904,False,0.0
Q01973,ROR1,receptor protein-tyrosine kinase,nucleotide(ATP/ADP/AMP),0.71,0.7,0.497,medium,904,True,0.497
P21802,FGFR2,receptor protein-tyrosine kinase,nucleotide(ATP/ADP/AMP),0.71,0.7,0.497,medium,904,True,0.497
P19835,CEL,bile salt-activated lipase,substrate/ligand(other),0.71,0.7,0.497,medium,904,False,0.0
Q08881,ITK,receptor protein-tyrosine kinase,nucleotide(ATP/ADP/AMP),0.71,0.7,0.497,medium,904,True,0.497
Q9H3Y6,SRMS,receptor protein-tyrosine kinase,nucleotide(ATP/ADP/AMP),0.71,0.7,0.497,medium,904,False,0.0
Q15831,STK11,phosphorylase kinase,nucleotide(ATP/ADP/AMP),0.71,0.7,0.497,medium,904,True,0.497
P45984,MAPK9,mitogen-activated protein kinase kinase,nucleotide(ATP/ADP/AMP),0.71,0.7,0.497,medium,904,False,0.0
Q9UKI8,TLK1,phosphorylase kinase,nucleotide(ATP/ADP/AMP),0.71,0.7,0.497,medium,904,False,0.0
P41240,CSK,receptor protein-tyrosine kinase,nucleotide(ATP/ADP/AMP),0.71,0.7,0.497,medium,904,False,0.0
P51813,BMX,receptor protein-tyrosine kinase,nucleotide(ATP/ADP/AMP),0.71,0.7,0.497,medium,904,False,0.0
P42681,TXK,receptor protein-tyrosine kinase,nucleotide(ATP/ADP/AMP),0.71,0.7,0.497,medium,904,False,0.0
P42685,FRK,receptor protein-tyrosine kinase,nucleotide(ATP/ADP/AMP),0.71,0.7,0.497,medium,904,False,0.0
P22455,FGFR4,receptor protein-tyrosine kinase,nucleotide(ATP/ADP/AMP),0.71,0.7,0.497,medium,904,True,0.497
P06241,FYN,receptor protein-tyrosine kinase,nucleotide(ATP/ADP/AMP),0.71,0.7,0.497,medium,904,False,0.0
Q9P2K8,EIF2AK4,mitogen-activated protein kinase kinase,nucleotide(ATP/ADP/AMP),0.6,0.8244444444444443,0.4947,medium,949,True,0.4947
Q92614,MYO18A,myosin ATPase,nucleotide(ATP/ADP/AMP),0.59,0.8355555555555554,0.493,medium,950,True,0.493
P34947,GRK5,protein kinase C,substrate/ligand(other),0.7,0.7,0.49,medium,951,True,0.49
Q9UBK8,MTRR,NADPH-hemoprotein reductase,redox-cofactor(NADP),0.7,0.7,0.49,medium,951,False,0.0
P43250,GRK6,protein kinase C,substrate/ligand(other),0.7,0.7,0.49,medium,951,False,0.0
P50281,MMP14,stromelysin 1,substrate/ligand(other),0.7,0.7,0.49,medium,951,False,0.0
P32298,GRK4,protein kinase C,substrate/ligand(other),0.7,0.7,0.49,medium,951,True,0.49
O14965,AURKA,protein kinase C,substrate/ligand(other),0.7,0.7,0.49,medium,951,False,0.0
Q15835,GRK1,protein kinase C,substrate/ligand(other),0.7,0.7,0.49,medium,951,False,0.0
Q9BYV1,AGXT2,"2,2-dialkylglycine decarboxylase (pyruvate)",substrate/ligand(other),0.7,0.7,0.49,medium,951,False,0.0
P09543,CNP,polynucleotide 5'-hydroxyl-kinase,nucleotide(ATP/ADP/AMP),0.7,0.7,0.49,medium,951,True,0.49
Q99714,HSD17B10,alcohol dehydrogenase (SDR type),redox-cofactor(NAD),0.7,0.7,0.49,medium,951,False,0.0
Q8WTQ7,GRK7,protein kinase C,substrate/ligand(other),0.7,0.7,0.49,medium,951,False,0.0
P35250,RFC2,DNA helicase,substrate/ligand(other),0.7,0.7,0.49,medium,951,False,0.0
Q9UPE1,SRPK3,protein kinase C,substrate/ligand(other),0.69,0.7,0.483,medium,963,True,0.483
Q9Y3D8,AK6,polynucleotide 5'-hydroxyl-kinase,nucleotide(ATP/ADP/AMP),0.69,0.7,0.483,medium,963,False,0.0
P34059,GALNS,cerebroside-sulfatase,substrate/ligand(other),0.69,0.7,0.483,medium,963,False,0.0
Q6YP21,KYAT3,1-aminocyclopropane-1-carboxylate synthase,cofactor(PLP),0.69,0.7,0.483,medium,963,False,0.0
P12532,CKMT1A,arginine kinase,nucleotide(ATP/ADP/AMP),0.69,0.7,0.483,medium,963,True,0.483
P12277,CKB,arginine kinase,nucleotide(ATP/ADP/AMP),0.69,0.7,0.483,medium,963,False,0.0
P06732,CKM,arginine kinase,nucleotide(ATP/ADP/AMP),0.69,0.7,0.483,medium,963,True,0.483
Q00839,HNRNPU,polynucleotide 5'-hydroxyl-kinase,nucleotide(ATP/ADP/AMP),0.69,0.7,0.483,medium,963,True,0.483
P42892,ECE1,neprilysin,substrate/ligand(other),0.69,0.7,0.483,medium,963,False,0.0
P50991,CCT4,chaperonin ATPase,nucleotide(ATP/ADP/AMP),0.69,0.7,0.483,medium,963,False,0.0
P15586,GNS,arylsulfatase,substrate/ligand(other),0.69,0.7,0.483,medium,963,False,0.0
Q8NHP1,AKR7L,indanol dehydrogenase,redox-cofactor(NADP),0.69,0.7,0.483,medium,963,False,0.0
Q8N5Z0,AADAT,1-aminocyclopropane-1-carboxylate synthase,cofactor(PLP),0.69,0.7,0.483,medium,963,False,0.0
P53779,MAPK10,mitogen-activated protein kinase kinase,nucleotide(ATP/ADP/AMP),0.69,0.7,0.483,medium,963,False,0.0
Q9NPA2,MMP25,stromelysin 1,substrate/ligand(other),0.69,0.7,0.483,medium,963,True,0.483
Q06203,PPAT,amidophosphoribosyltransferase,substrate/ligand(other),0.69,0.7,0.483,medium,963,False,0.0
Q96KB5,PBK,mitogen-activated protein kinase kinase,nucleotide(ATP/ADP/AMP),0.69,0.7,0.483,medium,963,False,0.0
Q9H4A9,DPEP2,membrane dipeptidase,substrate/ligand(other),0.69,0.7,0.483,medium,963,False,0.0
P48448,ALDH3B2,aldehyde dehydrogenase (NAD+) (class 2),redox-cofactor(NAD),0.69,0.7,0.483,medium,963,True,0.483
O43895,XPNPEP2,Xaa-Pro aminopeptidase,substrate/ligand(other),0.69,0.7,0.483,medium,963,False,0.0
Q4AC99,ACCSL,1-aminocyclopropane-1-carboxylate synthase,cofactor(PLP),0.69,0.7,0.483,medium,963,False,0.0
P17540,CKMT2,arginine kinase,nucleotide(ATP/ADP/AMP),0.69,0.7,0.483,medium,963,True,0.483
Q9NVS9,PNPO,pyridoxal 5'-phosphate synthase,redox-cofactor(FMN),0.69,0.7,0.483,medium,963,False,0.0
P08253,MMP2,stromelysin 1,substrate/ligand(other),0.69,0.7,0.483,medium,963,False,0.0
O95455,TGDS,"dTDP-glucose 4,6-dehydratase",redox-cofactor(NAD),0.69,0.7,0.483,medium,963,False,0.0
P26358,DNMT1,DNA (cytosine-5-)-methyltransferase (HhaI),methyl-donor(SAM/SAH),0.69,0.7,0.483,medium,963,False,0.0
Q6PII5,HAGHL,hydroxyacylglutathione hydrolase,glutathione/thiol,0.69,0.7,0.483,medium,963,False,0.0
P48163,ME1,malate dehydrogenase (oxaloacetate-decarboxylating),redox-cofactor(NAD),0.69,0.7,0.483,medium,963,False,0.0
P49914,MTHFS,5-formyltetrahydrofolate cyclo-ligase,nucleotide(ATP/ADP/AMP),0.69,0.7,0.483,medium,963,False,0.0
Q4G176,ACSF3,long-chain-fatty-acid-CoA ligase,nucleotide(ATP/ADP/AMP),0.69,0.7,0.483,medium,963,False,0.0
Q9NQ88,TIGAR,"phosphoglycerate mutase (2,3-diphosphoglycerate-dependent)",substrate/ligand(other),0.69,0.7,0.483,medium,963,False,0.0
Q13308,PTK7,receptor protein-tyrosine kinase,nucleotide(ATP/ADP/AMP),0.65,0.7355555555555554,0.4781,medium,994,True,0.4781
P00540,MOS,receptor protein-tyrosine kinase,nucleotide(ATP/ADP/AMP),0.68,0.7,0.476,medium,995,False,0.0
P29322,EPHA8,receptor protein-tyrosine kinase,nucleotide(ATP/ADP/AMP),0.68,0.7,0.476,medium,995,False,0.0
P09769,FGR,receptor protein-tyrosine kinase,nucleotide(ATP/ADP/AMP),0.68,0.7,0.476,medium,995,False,0.0
P54764,EPHA4,receptor protein-tyrosine kinase,nucleotide(ATP/ADP/AMP),0.68,0.7,0.476,medium,995,True,0.476
