target_acc,gene,home_family_name,mr_top_class,expected_cofactor,experimental_channel,channel_note,cofactor_predicted,cofactor_observed,n_cof_observed,cofactor_concordance,override_pos,metabolite_relevance
Q9H2K8,TAOK3,phosphorylase kinase,nucleotide(ATP/ADP/AMP),ATP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",ATP,FAD;FMN;PQQ;THF,4,predicted_not_measurable,False,0.37484999999999996
P11801,PSKH1,phosphorylase kinase,nucleotide(ATP/ADP/AMP),ATP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",ATP,,0,predicted_not_measurable,False,0.48789999999999994
P17252,PRKCA,protein kinase C,substrate/ligand(other),,not_applicable,no defined small-molecule cofactor,,CoA;FAD;FMN;PLP;PQQ;THF;folinic_acid,7,no_prediction,False,0.24255000000000002
Q8TDC3,BRSK1,phosphorylase kinase,nucleotide(ATP/ADP/AMP),ATP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",ATP,CoA;FMN;PLP;PQQ,4,predicted_not_measurable,False,0.4522
O95819,MAP4K4,phosphorylase kinase,nucleotide(ATP/ADP/AMP),ATP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",ATP,FAD;FMN,2,predicted_not_measurable,False,0.357
Q13976,PRKG1,protein kinase C,substrate/ligand(other),,not_applicable,no defined small-molecule cofactor,,CoA;FMN,2,no_prediction,True,0.19845000000000002
P22612,PRKACG,protein kinase C,substrate/ligand(other),,not_applicable,no defined small-molecule cofactor,,,0,no_prediction,False,0.27405
Q9UQM7,CAMK2A,phosphorylase kinase,nucleotide(ATP/ADP/AMP),ATP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",ATP,,0,predicted_not_measurable,False,0.5474
P53671,LIMK2,mitogen-activated protein kinase kinase,nucleotide(ATP/ADP/AMP),ATP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",ATP,FAD;FMN,2,predicted_not_measurable,False,0.33914999999999995
Q8IWQ3,BRSK2,phosphorylase kinase,nucleotide(ATP/ADP/AMP),ATP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",ATP,CoA;FAD;FMN;NADPH;THF;ascorbic_acid,6,predicted_not_measurable,False,0.4522
Q99759,MAP3K3,phosphorylase kinase,nucleotide(ATP/ADP/AMP),ATP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",ATP,CoA;FAD;FMN;NADH;PQQ,5,predicted_not_measurable,False,0.42244999999999994
Q13557,CAMK2D,phosphorylase kinase,nucleotide(ATP/ADP/AMP),ATP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",ATP,CoA;FAD;FMN;NADH;PQQ;THF,6,predicted_not_measurable,False,0.5474
Q92918,MAP4K1,phosphorylase kinase,nucleotide(ATP/ADP/AMP),ATP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",ATP,,0,predicted_not_measurable,False,0.37484999999999996
P34947,GRK5,protein kinase C,substrate/ligand(other),,not_applicable,no defined small-molecule cofactor,,PLP,1,no_prediction,True,0.22049999999999997
Q9UIK4,DAPK2,phosphorylase kinase,nucleotide(ATP/ADP/AMP),ATP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",ATP,PQQ,1,predicted_not_measurable,False,0.4522
Q02156,PRKCE,protein kinase C,substrate/ligand(other),,not_applicable,no defined small-molecule cofactor,,FAD;FMN;PLP;PQQ;folinic_acid,5,no_prediction,False,0.252
P24723,PRKCH,protein kinase C,substrate/ligand(other),,not_applicable,no defined small-molecule cofactor,,CoA;FAD;FMN,3,no_prediction,False,0.24255000000000002
Q9UL54,TAOK2,phosphorylase kinase,nucleotide(ATP/ADP/AMP),ATP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",ATP,FAD;FMN;NADPH;PQQ;THF,5,predicted_not_measurable,False,0.37484999999999996
P46734,MAP2K3,mitogen-activated protein kinase kinase,nucleotide(ATP/ADP/AMP),ATP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",ATP,CoA;FAD;FMN;PLP;PQQ,5,predicted_not_measurable,False,0.47004999999999997
Q6P2M8,PNCK,phosphorylase kinase,nucleotide(ATP/ADP/AMP),ATP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",ATP,,0,predicted_not_measurable,False,0.49979999999999997
O95382,MAP3K6,phosphorylase kinase,nucleotide(ATP/ADP/AMP),ATP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",ATP,CoA;FAD;FMN,3,predicted_not_measurable,False,0.4046
P05771,PRKCB,protein kinase C,substrate/ligand(other),,not_applicable,no defined small-molecule cofactor,,PQQ,1,no_prediction,False,0.24255000000000002
Q16512,PKN1,protein kinase C,substrate/ligand(other),,not_applicable,no defined small-molecule cofactor,,CoA;FAD;FMN;NAD;NADH;PLP;PQQ;THF;TPP;ascorbic_acid;folinic_acid,11,no_prediction,False,0.252
Q9Y4K4,MAP4K5,phosphorylase kinase,nucleotide(ATP/ADP/AMP),ATP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",ATP,CoA;FAD;FMN;PLP;PQQ;TPP,6,predicted_not_measurable,False,0.357
Q05655,PRKCD,protein kinase C,substrate/ligand(other),,not_applicable,no defined small-molecule cofactor,,CoA;FAD;FMN;PLP;PQQ;THF;ascorbic_acid,7,no_prediction,False,0.22995
Q12851,MAP4K2,phosphorylase kinase,nucleotide(ATP/ADP/AMP),ATP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",ATP,CoA;NADPH;PLP;PQQ,4,predicted_not_measurable,False,0.357
P53355,DAPK1,phosphorylase kinase,nucleotide(ATP/ADP/AMP),ATP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",ATP,NADH;PQQ,2,predicted_not_measurable,False,0.4522
Q9Y6R4,MAP3K4,phosphorylase kinase,nucleotide(ATP/ADP/AMP),ATP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",ATP,CoA;FAD;FMN;NADH;PQQ;ascorbic_acid,6,predicted_not_measurable,False,0.32725
Q32MK0,MYLK3,phosphorylase kinase,nucleotide(ATP/ADP/AMP),ATP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",ATP,,0,predicted_not_measurable,False,0.47004999999999997
Q96S53,TESK2,mitogen-activated protein kinase kinase,nucleotide(ATP/ADP/AMP),ATP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",ATP,CoA;FAD;FMN;PLP;PQQ,5,predicted_not_measurable,True,0.31534999999999996
Q13237,PRKG2,protein kinase C,substrate/ligand(other),,not_applicable,no defined small-molecule cofactor,,,0,no_prediction,True,0.05355000000000001
Q13554,CAMK2B,phosphorylase kinase,nucleotide(ATP/ADP/AMP),ATP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",ATP,FAD;FMN;NADH;NADPH;PLP;PQQ;THF;TPP;ascorbic_acid,9,predicted_not_measurable,False,0.5355
Q9NY57,STK32B,protein kinase C,substrate/ligand(other),,not_applicable,no defined small-molecule cofactor,,,0,no_prediction,True,0.26144999999999996
Q96PF2,TSSK2,phosphorylase kinase,nucleotide(ATP/ADP/AMP),ATP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",ATP,,0,predicted_not_measurable,False,0.44029999999999997
P51817,PRKX,protein kinase C,substrate/ligand(other),,not_applicable,no defined small-molecule cofactor,,FMN,1,no_prediction,False,0.26144999999999996
P57058,HUNK,phosphorylase kinase,nucleotide(ATP/ADP/AMP),ATP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",ATP,,0,predicted_not_measurable,False,0.3927
Q8NEV4,MYO3A,phosphorylase kinase,nucleotide(ATP/ADP/AMP),ATP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",ATP,,0,predicted_not_measurable,False,0.357
P52564,MAP2K6,mitogen-activated protein kinase kinase,nucleotide(ATP/ADP/AMP),ATP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",ATP,CoA;FAD;FMN;MeB12;NAD;PLP;TPP;folinic_acid,8,predicted_not_measurable,False,0.47004999999999997
Q00526,CDK3,mitogen-activated protein kinase kinase,nucleotide(ATP/ADP/AMP),ATP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",ATP,,0,predicted_not_measurable,False,0.33914999999999995
Q15835,GRK1,protein kinase C,substrate/ligand(other),,not_applicable,no defined small-molecule cofactor,,,0,no_prediction,False,0.22049999999999997
Q9C098,DCLK3,phosphorylase kinase,nucleotide(ATP/ADP/AMP),ATP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",ATP,,0,predicted_not_measurable,False,0.42244999999999994
O15075,DCLK1,phosphorylase kinase,nucleotide(ATP/ADP/AMP),ATP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",ATP,FMN;folinic_acid,2,predicted_not_measurable,False,0.42244999999999994
Q15139,PRKD1,phosphorylase kinase,nucleotide(ATP/ADP/AMP),ATP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",ATP,FAD;FMN;PQQ,3,predicted_not_measurable,False,0.42244999999999994
Q9HBY8,SGK2,protein kinase C,substrate/ligand(other),,not_applicable,no defined small-molecule cofactor,,,0,no_prediction,False,0.27405
Q9UEE5,STK17A,phosphorylase kinase,nucleotide(ATP/ADP/AMP),ATP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",ATP,FMN;NADH;PQQ;biotin,4,predicted_not_measurable,False,0.44029999999999997
Q8TD19,NEK9,phosphorylase kinase,nucleotide(ATP/ADP/AMP),ATP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",ATP,CoA;FAD;FMN;MeB12;NADH;PLP;PQQ;ascorbic_acid,8,predicted_not_measurable,False,0.34509999999999996
Q15569,TESK1,mitogen-activated protein kinase kinase,nucleotide(ATP/ADP/AMP),ATP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",ATP,FAD,1,predicted_not_measurable,True,0.33914999999999995
Q9Y2U5,MAP3K2,phosphorylase kinase,nucleotide(ATP/ADP/AMP),ATP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",ATP,FMN;NAD;NADH;PQQ,4,predicted_not_measurable,False,0.42244999999999994
P05129,PRKCG,protein kinase C,substrate/ligand(other),,not_applicable,no defined small-molecule cofactor,,,0,no_prediction,False,0.26144999999999996
O15530,PDPK1,protein kinase C,substrate/ligand(other),,not_applicable,no defined small-molecule cofactor,,FAD;FMN;THF;folinic_acid,4,no_prediction,False,0.24255000000000002
Q9H1R3,MYLK2,phosphorylase kinase,nucleotide(ATP/ADP/AMP),ATP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",ATP,,0,predicted_not_measurable,False,0.47004999999999997
Q96BR1,SGK3,protein kinase C,substrate/ligand(other),,not_applicable,no defined small-molecule cofactor,,FMN,1,no_prediction,False,0.26144999999999996
Q6A1A2,PDPK2P,protein kinase C,substrate/ligand(other),,not_applicable,no defined small-molecule cofactor,,,0,no_prediction,False,0.24255000000000002
Q9BZL6,PRKD2,phosphorylase kinase,nucleotide(ATP/ADP/AMP),ATP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",ATP,CoA;FAD;FMN;PQQ;folinic_acid,5,predicted_not_measurable,False,0.42244999999999994
Q86YV6,MYLK4,phosphorylase kinase,nucleotide(ATP/ADP/AMP),ATP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",ATP,,0,predicted_not_measurable,False,0.47004999999999997
Q96QS6,PSKH2,mitogen-activated protein kinase kinase,nucleotide(ATP/ADP/AMP),ATP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",ATP,,0,predicted_not_measurable,True,0.4537866666666668
Q8N568,DCLK2,phosphorylase kinase,nucleotide(ATP/ADP/AMP),ATP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",ATP,FAD;PLP;PQQ,3,predicted_not_measurable,False,0.44029999999999997
Q92772,CDKL2,mitogen-activated protein kinase kinase,nucleotide(ATP/ADP/AMP),ATP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",ATP,,0,predicted_not_measurable,False,0.3689
Q86UX6,STK32C,protein kinase C,substrate/ligand(other),,not_applicable,no defined small-molecule cofactor,,CoA;FAD;FMN;THF,4,no_prediction,True,0.26144999999999996
P45985,MAP2K4,mitogen-activated protein kinase kinase,nucleotide(ATP/ADP/AMP),ATP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",ATP,FAD;FMN;NADH;NADP;PQQ;THF,6,predicted_not_measurable,False,0.4641
Q9UPZ9,CILK1,mitogen-activated protein kinase kinase,nucleotide(ATP/ADP/AMP),ATP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",ATP,FAD,1,predicted_not_measurable,False,0.37484999999999996
Q9BXA7,TSSK1B,phosphorylase kinase,nucleotide(ATP/ADP/AMP),ATP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",ATP,,0,predicted_not_measurable,True,0.44029999999999997
O94806,PRKD3,phosphorylase kinase,nucleotide(ATP/ADP/AMP),ATP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",ATP,FAD;FMN;PQQ,3,predicted_not_measurable,False,0.42244999999999994
Q13233,MAP3K1,phosphorylase kinase,nucleotide(ATP/ADP/AMP),ATP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",ATP,CoA;FAD;FMN;PQQ;ascorbic_acid;biotin,6,predicted_not_measurable,False,0.42244999999999994
Q16566,CAMK4,phosphorylase kinase,nucleotide(ATP/ADP/AMP),ATP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",ATP,CoA;FAD;FMN;PQQ;ascorbic_acid;folinic_acid,6,predicted_not_measurable,False,0.5176499999999999
Q9H4A3,WNK1,mitogen-activated protein kinase kinase,nucleotide(ATP/ADP/AMP),ATP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",ATP,CoA;FAD;FMN;NADH;PQQ,5,predicted_not_measurable,True,0.28559999999999997
Q8IVW4,CDKL3,mitogen-activated protein kinase kinase,nucleotide(ATP/ADP/AMP),ATP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",ATP,,0,predicted_not_measurable,False,0.3689
Q8WTQ7,GRK7,protein kinase C,substrate/ligand(other),,not_applicable,no defined small-molecule cofactor,,,0,no_prediction,False,0.22049999999999997
P41743,PRKCI,protein kinase C,substrate/ligand(other),,not_applicable,no defined small-molecule cofactor,,CoA;FAD;FMN;MeB12;PQQ;THF;TPP;folinic_acid,8,no_prediction,False,0.315
P24941,CDK2,mitogen-activated protein kinase kinase,nucleotide(ATP/ADP/AMP),ATP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",ATP,CoA;FAD;FMN;MeB12;NADPH;PLP;PQQ;THF;TPP;ascorbic_acid,10,predicted_not_measurable,False,0.33914999999999995
Q6VAB6,KSR2,receptor protein-tyrosine kinase,nucleotide(ATP/ADP/AMP),ATP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",ATP,,0,predicted_not_measurable,True,0.2975
O96017,CHEK2,phosphorylase kinase,nucleotide(ATP/ADP/AMP),ATP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",ATP,CoA;FAD;FMN;MeB12;NADP;NADPH;PLP;PQQ;THF;ascorbic_acid;folinic_acid,11,predicted_not_measurable,False,0.49979999999999997
O14733,MAP2K7,mitogen-activated protein kinase kinase,nucleotide(ATP/ADP/AMP),ATP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",ATP,CoA;FAD;FMN;PQQ;ascorbic_acid,5,predicted_not_measurable,False,0.43434999999999996
P15735,PHKG2,phosphorylase kinase,nucleotide(ATP/ADP/AMP),ATP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",ATP,FAD;FMN;PLP;PQQ,4,predicted_not_measurable,False,0.5771499999999999
O14757,CHEK1,phosphorylase kinase,nucleotide(ATP/ADP/AMP),ATP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",ATP,CoA;FAD;FMN;PQQ;THF,5,predicted_not_measurable,False,0.4522
Q9BYP7,WNK3,mitogen-activated protein kinase kinase,nucleotide(ATP/ADP/AMP),ATP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",ATP,FMN;NADPH;PQQ,3,predicted_not_measurable,True,0.3094
Q8WXR4,MYO3B,phosphorylase kinase,nucleotide(ATP/ADP/AMP),ATP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",ATP,,0,predicted_not_measurable,False,0.357
O43353,RIPK2,mitogen-activated protein kinase kinase,nucleotide(ATP/ADP/AMP),ATP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",ATP,CoA;FAD;FMN;PLP;TPP,5,predicted_not_measurable,False,0.38675
Q16816,PHKG1,phosphorylase kinase,nucleotide(ATP/ADP/AMP),ATP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",ATP,,0,predicted_not_measurable,False,0.595
Q7Z2Y5,NRK,phosphorylase kinase,nucleotide(ATP/ADP/AMP),ATP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",ATP,,0,predicted_not_measurable,True,0.34509999999999996
Q6SA08,TSSK4,phosphorylase kinase,nucleotide(ATP/ADP/AMP),ATP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",ATP,,0,predicted_not_measurable,False,0.44029999999999997
P06493,CDK1,mitogen-activated protein kinase kinase,nucleotide(ATP/ADP/AMP),ATP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",ATP,FAD;FMN;MeB12;PLP;PQQ;TPP,6,predicted_not_measurable,False,0.3510499999999999
O14936,CASK,phosphorylase kinase,nucleotide(ATP/ADP/AMP),ATP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",ATP,CoA;FAD;FMN;MeB12;NADH;PQQ;THF;TPP;ascorbic_acid;folinic_acid,10,predicted_not_measurable,True,0.4046
Q8NFD2,ANKK1,mitogen-activated protein kinase kinase,nucleotide(ATP/ADP/AMP),ATP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",ATP,,0,predicted_not_measurable,False,0.357
Q13163,MAP2K5,mitogen-activated protein kinase kinase,nucleotide(ATP/ADP/AMP),ATP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",ATP,FAD;FMN;NADPH,3,predicted_not_measurable,False,0.49979999999999997
O76039,CDKL5,phosphorylase kinase,nucleotide(ATP/ADP/AMP),ATP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",ATP,FMN;PQQ,2,predicted_not_measurable,False,0.4522
Q8IVT5,KSR1,receptor protein-tyrosine kinase,nucleotide(ATP/ADP/AMP),ATP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",ATP,FAD;FMN;MeB12;PQQ,4,predicted_not_measurable,True,0.3332
P20794,MAK,mitogen-activated protein kinase kinase,nucleotide(ATP/ADP/AMP),ATP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",ATP,,0,predicted_not_measurable,False,0.37484999999999996
Q00537,CDK17,mitogen-activated protein kinase kinase,nucleotide(ATP/ADP/AMP),ATP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",ATP,FAD;FMN;PLP;PQQ;THF,5,predicted_not_measurable,False,0.3510499999999999
Q5MAI5,CDKL4,mitogen-activated protein kinase kinase,nucleotide(ATP/ADP/AMP),ATP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",ATP,,0,predicted_not_measurable,False,0.357
O60229,KALRN,mitogen-activated protein kinase kinase,nucleotide(ATP/ADP/AMP),ATP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",ATP,,0,predicted_not_measurable,True,0.27964999999999995
Q96J92,WNK4,mitogen-activated protein kinase kinase,nucleotide(ATP/ADP/AMP),ATP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",ATP,,0,predicted_not_measurable,True,0.28559999999999997
Q05513,PRKCZ,protein kinase C,substrate/ligand(other),,not_applicable,no defined small-molecule cofactor,,CoA;FAD;FMN;PQQ,4,no_prediction,False,0.315
Q00534,CDK6,mitogen-activated protein kinase kinase,nucleotide(ATP/ADP/AMP),ATP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",ATP,FAD;FMN;PLP;PQQ,4,predicted_not_measurable,True,0.37484999999999996
Q9BXA6,TSSK6,phosphorylase kinase,nucleotide(ATP/ADP/AMP),ATP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",ATP,,0,predicted_not_measurable,False,0.4522
Q15831,STK11,phosphorylase kinase,nucleotide(ATP/ADP/AMP),ATP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",ATP,FAD;FMN;NADPH;THF;TPP,5,predicted_not_measurable,True,0.42244999999999994
Q9Y572,RIPK3,mitogen-activated protein kinase kinase,nucleotide(ATP/ADP/AMP),ATP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",ATP,,0,predicted_not_measurable,False,0.3689
P57078,RIPK4,mitogen-activated protein kinase kinase,nucleotide(ATP/ADP/AMP),ATP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",ATP,CoA;FAD;FMN;PQQ,4,predicted_not_measurable,False,0.37484999999999996
P49137,MAPKAPK2,phosphorylase kinase,nucleotide(ATP/ADP/AMP),ATP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",ATP,CoA;FAD;FMN;MeB12;PLP;PQQ;THF;TPP,8,predicted_not_measurable,False,0.47004999999999997
Q96RR4,CAMKK2,phosphorylase kinase,nucleotide(ATP/ADP/AMP),ATP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",ATP,CoA;FAD;FMN;NADPH;PLP;folinic_acid,6,predicted_not_measurable,False,0.4046
P35626,GRK3,protein kinase C,substrate/ligand(other),,not_applicable,no defined small-molecule cofactor,,FMN;NADP,2,no_prediction,False,0.22995
Q00536,CDK16,mitogen-activated protein kinase kinase,nucleotide(ATP/ADP/AMP),ATP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",ATP,CoA;FAD;FMN;NADH;ascorbic_acid;folinic_acid,6,predicted_not_measurable,False,0.3510499999999999
Q00535,CDK5,mitogen-activated protein kinase kinase,nucleotide(ATP/ADP/AMP),ATP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",ATP,CoA;FAD;FMN;MeB12;NADH;NADPH;PLP;PQQ;THF;ascorbic_acid;folinic_acid,11,predicted_not_measurable,False,0.3332
Q6P5Z2,PKN3,protein kinase C,substrate/ligand(other),,not_applicable,no defined small-molecule cofactor,,FMN;PLP;PQQ,3,no_prediction,False,0.24255000000000002
Q00532,CDKL1,mitogen-activated protein kinase kinase,nucleotide(ATP/ADP/AMP),ATP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",ATP,,0,predicted_not_measurable,False,0.33914999999999995
Q96PN8,TSSK3,phosphorylase kinase,nucleotide(ATP/ADP/AMP),ATP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",ATP,,0,predicted_not_measurable,False,0.47004999999999997
P28482,MAPK1,phosphorylase kinase,nucleotide(ATP/ADP/AMP),ATP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",ATP,CoA;FAD;FMN;MeB12;NADH;NADPH;PLP;PQQ;THF;TPP;ascorbic_acid;folinic_acid,12,predicted_not_measurable,False,0.4522
Q9Y3S1,WNK2,mitogen-activated protein kinase kinase,nucleotide(ATP/ADP/AMP),ATP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",ATP,FAD;FMN;MeB12;NADH;PLP;PQQ,6,predicted_not_measurable,True,0.2975
P27361,MAPK3,mitogen-activated protein kinase kinase,nucleotide(ATP/ADP/AMP),ATP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",ATP,CoA;FAD;FMN;MeB12;PLP;PQQ;THF;TPP;biotin,9,predicted_not_measurable,False,0.38675
P25098,GRK2,protein kinase C,substrate/ligand(other),,not_applicable,no defined small-molecule cofactor,,CoA;FAD;FMN;PLP;PQQ;THF;ascorbic_acid,7,no_prediction,False,0.22995
P00540,MOS,receptor protein-tyrosine kinase,nucleotide(ATP/ADP/AMP),ATP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",ATP,,0,predicted_not_measurable,False,0.4046
O14920,IKBKB,mitogen-activated protein kinase kinase,nucleotide(ATP/ADP/AMP),ATP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",ATP,CoA;FAD;FMN;PQQ,4,predicted_not_measurable,False,0.33914999999999995
Q16644,MAPKAPK3,phosphorylase kinase,nucleotide(ATP/ADP/AMP),ATP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",ATP,FAD;FMN,2,predicted_not_measurable,False,0.49979999999999997
Q13464,ROCK1,protein kinase C,substrate/ligand(other),,not_applicable,no defined small-molecule cofactor,,CoA;FAD;FMN;PLP;PQQ;THF,6,no_prediction,False,0.27405
Q14004,CDK13,mitogen-activated protein kinase kinase,nucleotide(ATP/ADP/AMP),ATP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",ATP,FAD;FMN,2,predicted_not_measurable,False,0.357
